framework_key,code,year_level,learning_area,description
ACARA,ACARA-AS-MATHEMATICS-MATHEMATICS-Y2,2,Mathematics,"By the end of Year 2, students order and represent numbers to at least 1000, apply knowledge of place value to partition, rearrange and rename two- and three-digit numbers in terms of their parts, and regroup partitioned numbers to assist in calculations. They use mathematical modelling to solve practical additive and multiplicative problems, including money transactions, representing the situation and choosing calculation strategies. Students identify and represent part-whole relationships of halves, quarters and eighths in measurement contexts. They describe and continue patterns that increase and decrease additively by a constant amount and identify missing elements in the pattern. Students recall and demonstrate proficiency with addition and subtraction facts within 20 and multiplication facts for twos.

They use uniform informal units to measure and compare shapes and objects. Students determine the number of days between events using a calendar and read time on an analog clock to the hour, half hour and quarter hour. They compare and classify shapes, describing features using formal spatial terms. Students locate and identify positions of features in two-dimensional representations and move position by following directions and pathways.

They use a range of methods to collect, record, represent and interpret categorical data in response to questions."
ACARA,ACARA-AS-MATHEMATICS-MATHEMATICS-Y3,3,Mathematics,"By the end of Year 3, students order and represent natural numbers beyond 10?000. They partition, rearrange and regroup two- and three-digit numbers in different ways to assist in calculations. Students extend and use single-digit addition and related subtraction facts and apply additive strategies to model and solve problems involving two- and three-digit numbers. They use mathematical modelling  to solve practical problems involving single-digit multiplication and division, recalling multiplication facts for twos, threes, fours, fives and tens, and using a range of strategies. Students represent unit fractions and their multiples in different ways. They make estimates and determine the reasonableness of financial and other calculations. Students find unknown values in number sentences involving addition and subtraction. They create algorithms to investigate numbers and explore simple patterns.

Students use familiar metric units when estimating, comparing and measuring the attributes of objects and events. They identify angles as measures of turn and compare them to right angles. Students estimate and compare measures of duration using formal units of time. They represent money values in different ways. Students make, compare and classify objects using key features. They interpret and create two-dimensional representations of familiar environments.

Students conduct guided statistical investigations involving categorical and discrete numerical data and interpret their results in terms of the context. They record, represent and compare data they have collected. Students use practical activities, observation or experiment to identify and describe outcomes and the likelihood of everyday events explaining reasoning. They conduct repeated chance experiments and discuss variation in results."
ACARA,ACARA-AS-MATHEMATICS-MATHEMATICS-Y4,4,Mathematics,"By the end of Year 4, students use their understanding of place value to represent tenths and hundredths in decimal form and to multiply natural numbers by multiples of 10. They use mathematical modelling to solve financial and other practical problems , formulating the problem using number sentences, solving the problem choosing efficient strategies and interpreting the results in terms of the situation. Students use their proficiency with addition and multiplication facts to add and subtract, multiply and divide numbers efficiently. They choose rounding and estimation strategies to determine whether results of calculations are reasonable. Students use the properties of odd and even numbers. They recognise equivalent fractions and make connections between fraction and decimal notations. Students count and represent fractions on a number line. They find unknown values in numerical equations involving addition and subtraction. Students follow and create algorithms that generate sets of numbers and identify emerging patterns.

They use scaled instruments and appropriate units to measure length, mass, capacity and temperature. Students measure and approximate perimeters and areas. They convert between units of time when solving problems involving duration. Students compare angles relative to a right angle using angle names. They represent and approximate shapes and objects in the environment. Students create and interpret grid references. They identify line and rotational symmetry in plane shapes and create symmetrical patterns.

Students create many-to-one data displays, assess the suitability of displays for representing data and discuss the shape of distributions and variation in data. They use surveys and digital tools to generate categorical or discrete numerical data in statistical investigations and communicate their findings in context. Students order events or the outcomes of chance experiments in terms of likelihood and identify whether events are independent or dependent. They conduct repeated chance experiments and describe the variation in results."
ACARA,ACARA-AS-MATHEMATICS-MATHEMATICS-Y5,5,Mathematics,"By the end of Year 5, students use place value to write and order decimals including decimals greater than one. They express natural numbers as products of factors and identify multiples. Students order and represent add and subtract fractions with the same or related denominators. They represent common percentages and connect them to their fraction and decimal equivalents. Students use their proficiency with multiplication facts and efficient calculation strategies to multiply large numbers by one- and two-digit numbers and divide by single-digit numbers. They check the reasonableness of their calculations using estimation. Students use mathematical modelling to solve financial and other practical problems, formulating and solving problems, choosing arithmetic operations and interpreting results in terms of the situation. They apply properties of numbers and operations to find unknown values in numerical equations involving multiplication and division. Students create and use algorithms to identify and explain patterns in the factors and multiples of numbers.

They choose and use appropriate metric units to measure the attributes of length, mass and capacity, and to solve problems involving perimeter and area. Students convert between 12- and 24-hour time. They estimate, construct and measure angles in degrees. Students use grid coordinates to locate and move positions. They connect objects to their two-dimensional nets. Students perform and describe the results of transformations and identify any symmetries.

They plan and conduct statistical investigations that collect nominal and ordinal categorical and discrete numerical data using digital tools. Students identify the mode and interpret the shape of distributions of data in context. They interpret and compare data represented in line graphs. Students conduct repeated chance experiments, list the possible outcomes, estimate likelihoods and make comparisons between those with and without equally likely outcomes."
ACARA,ACARA-AS-MATHEMATICS-MATHEMATICS-Y6,6,Mathematics,"By the end of Year 6, students use integers to represent points on a number line and in the Cartesian plane. They solve problems using the properties of prime, composite and square numbers. Students order common fractions, giving reasons, and add and subtract fractions with related denominators. They use all 4 operations with decimals and connect decimal representations of measurements to the metric system. Students solve problems involving finding a fraction, decimal or percentage of a quantity and use estimation to find approximate solutions to problems involving rational numbers and percentages. They use mathematical modelling to solve financial and other practical problems involving percentages and rational numbers, formulating and solving the problem, and justifying choices. Students find unknown values in numerical equations involving combinations of arithmetic operations. They identify and explain rules used to create growing patterns. Students create and use algorithms to generate sets of numbers, using a rule.

They interpret and use timetables. Students convert between common units of length, mass and capacity. They use the formula for the area of a rectangle and angle properties to solve problems. Students identify the parallel cross-section for right prisms. They create tessellating patterns using combinations of transformations. Students locate an ordered pair in any one of the 4 quadrants on the Cartesian plane.

They compare distributions of discrete and continuous numerical and ordinal categorical data sets as part of their statistical investigations, using digital tools. Students critique arguments presented in the media based on statistics. They assign probabilities using common fractions, decimal and percentages. Students conduct simulations using digital tools, to generate and record the outcomes from many trials of a chance experiment. They compare observed frequencies to the expected frequencies of the outcomes of chance experiments."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y0,0,Science,"By the end of Foundation students group plants and animals based on external features. They identify factors that influence the movement of objects. They describe the observable properties of the materials that make up objects. They identify examples of people using observation and questioning to learn about the natural world.

Students pose questions and make predictions based on their experiences. They engage in investigations and make observations safely. With guidance, they represent observations and identify patterns. With guidance, they compare their observations with their predictions. They share questions, predictions, observations and ideas about their experiences with others."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y1,1,Science,"By the end of Year 1 students identify how living things meet their needs in the places they live. They identify daily and seasonal changes and describe ways these changes affect their everyday life. They describe how different pushes and pulls change the motion and shape of objects. They describe situations where they use science in their daily lives and identify examples of people making scientific predictions.

Students pose questions to explore observations and make predictions based on experiences. They follow safe procedures to make and record observations. They use provided tables and organisers to sort and order data and information and, with guidance, represent patterns. With guidance, they compare observations with predictions and identify further questions. They use everyday vocabulary to communicate observations, findings and ideas."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y2,2,Science,"By the end of Year 2 students identify celestial objects and describe patterns they observe in the sky. They demonstrate how different sounds can be produced and describe the effect of sound energy on objects. They identify ways to change materials without changing their material composition. They describe how people use science in their daily lives and how people use patterns to make scientific predictions.

Students pose questions to explore observed patterns or relationships and make predictions based on experience. They suggest steps to be followed in an investigation and follow safe procedures to make and record observations. They use provided tables and organisers to sort and order data and represent patterns in data. With guidance, they compare their observations with those of others, identify whether their investigation was fair and identify further questions. They use everyday and scientific vocabulary to communicate observations, findings and ideas."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y3,3,Science,"By the end of Year 3 students classify and compare living and non-living things and different life cycles. They describe the observable properties of soils, rocks and minerals and describe their importance as resources. They identify sources of heat energy and examples of heat transfer and explain changes in the temperature of objects. They classify solids and liquids based on observable properties and describe how to cause a change of state. They describe how people use data to develop explanations. They identify solutions that use scientific explanations.

Students pose questions to explore patterns and relationships and make predictions based on observations. They use scaffolds to plan safe investigations and fair tests. They use familiar classroom instruments to make measurements. They organise data and information using provided scaffolds and identify patterns and relationships. They compare their findings with those of others, explain how they kept their investigation fair, identify further questions and draw conclusions. They communicate ideas and findings for an identified purpose, including using scientific vocabulary when appropriate."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y4,4,Science,"By the end of Year 4 students identify the roles of organisms in a habitat and construct food chains. They identify key processes in the water cycle and describe how water cycles through the environment. They identify forces acting on objects and describe their effect. They relate the uses of materials to their properties. They explain the role of data in science inquiry. They identify solutions based on scientific explanations and describe the needs these meet.

Students pose questions to identify patterns and relationships and make predictions based on observations. They plan investigations using planning scaffolds, identify key elements of fair tests and describe how they conduct investigations safely. They use simple procedures to make accurate formal measurements. They construct representations to organise data and information and identify patterns and relationships. They compare their findings with those of others, assess the fairness of their investigation, identify further questions for investigation and draw conclusions. They communicate ideas and findings for an identified audience and purpose, including using scientific vocabulary when appropriate."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y5,5,Science,"By the end of Year 5 students explain how the form and behaviour of living things enables survival. They describe key processes that change Earth’s surface. They identify sources of light and model the transfer of light to explain observed phenomena. They relate the particulate arrangement of solids, liquids and gases to their observable properties. They describe examples of collaboration leading to advances in science, and scientific knowledge that has changed over time. They identify examples where scientific knowledge informs the actions of individuals and communities.

Students plan safe investigations to identify patterns and relationships and make reasoned predictions. They identify risks associated with investigations and key intercultural considerations when planning field work. They identify variables to be changed and measured. They use equipment to generate data with appropriate precision. They construct representations to organise data and information and describe patterns, trends and relationships. They compare their methods and findings to those of others, identify possible sources of error in their investigation, pose questions for further investigation and draw reasoned conclusions. They use language features that reflect their purpose and audience when communicating their ideas and findings."
ACARA,ACARA-AS-SCIENCE-SCIENCE-Y6,6,Science,"By the end of Year 6 students explain how changes in physical conditions affect living things. They model the relationship between the sun and planets of the solar system and explain how the relative positions of Earth and the sun relate to observed phenomena on Earth. They identify the role of circuit components in the transfer and transformation of electrical energy. They classify and compare reversible and irreversible changes to substances. They explain why science is often collaborative and describe different individuals’ contributions to scientific knowledge. They describe how individuals and communities use scientific knowledge.

Students plan safe, repeatable investigations to identify patterns and test relationships and make reasoned predictions. They describe risks associated with investigations and key intercultural considerations when planning field work. They identify variables to be changed, measured and controlled. They use equipment to generate and record data with appropriate precision. They construct representations to organise and process data and information and describe patterns, trends and relationships. They identify possible sources of error in their own and others’ methods and findings, pose questions for further investigation and select evidence to support reasoned conclusions. They select and use language features effectively for their purpose and audience when communicating their ideas and findings."
ACARA,ACARA-AS-TECHNOLOGIES-Y0,0,Technologies,"By the end of Foundation students identify familiar products, services and environments and develop familiarity with digital systems, using them for a purpose. They create, communicate and choose design ideas. Students follow steps and use materials and equipment to safely make a designed solution for a school-selected context. They show how to represent data using objects, pictures and symbols and identify examples of data that is owned by them."
ACARA,ACARA-AS-TECHNOLOGIES-Y1,1,Technologies,"By the end of Year 2 students describe the purpose of familiar products, services and environments, including digital systems. They represent and process data in different ways and follow and describe basic algorithms involving a sequence of steps and branching to show how simple digital solutions meet a need for known users. For each of the 2 prescribed technologies contexts they identify the features and uses of technologies and create designed solutions. Students select design ideas based on their personal preferences. They access and use the basic features of common digital tools to create, locate and share content, and collaborate and communicate design ideas using models and drawings. Students safely produce designed or digital solutions and recognise that digital tools may store their personal data online."
ACARA,ACARA-AS-TECHNOLOGIES-Y2,2,Technologies,"By the end of Year 2 students describe the purpose of familiar products, services and environments, including digital systems. They represent and process data in different ways and follow and describe basic algorithms involving a sequence of steps and branching to show how simple digital solutions meet a need for known users. For each of the 2 prescribed technologies contexts they identify the features and uses of technologies and create designed solutions. Students select design ideas based on their personal preferences. They access and use the basic features of common digital tools to create, locate and share content, and collaborate and communicate design ideas using models and drawings. Students safely produce designed or digital solutions and recognise that digital tools may store their personal data online."
ACARA,ACARA-AS-TECHNOLOGIES-Y3,3,Technologies,"By the end of Year 4 students describe how people design products, services and environments to meet the needs of people, including sustainability. They process and represent data for different purposes, follow and describe simple algorithms involving branching and iteration, and implement them as visual programs. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas against design criteria. Students securely access and use digital systems and their peripherals for a range of purposes, including transmitting data. They communicate design ideas using models and drawings including annotations and symbols. Students plan and sequence steps and use technologies and techniques to safely produce designed solutions. They use the core features of common digital tools to plan, create, locate and share content, and to collaborate, following agreed behaviours. Students identify their personal data stored online and its risks."
ACARA,ACARA-AS-TECHNOLOGIES-Y4,4,Technologies,"By the end of Year 4 students describe how people design products, services and environments to meet the needs of people, including sustainability. They process and represent data for different purposes, follow and describe simple algorithms involving branching and iteration, and implement them as visual programs. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas against design criteria. Students securely access and use digital systems and their peripherals for a range of purposes, including transmitting data. They communicate design ideas using models and drawings including annotations and symbols. Students plan and sequence steps and use technologies and techniques to safely produce designed solutions. They use the core features of common digital tools to plan, create, locate and share content, and to collaborate, following agreed behaviours. Students identify their personal data stored online and its risks."
ACARA,ACARA-AS-TECHNOLOGIES-Y5,5,Technologies,"By the end of Year 6 students explain how people design products, services and environments to meet the needs of communities, including sustainability. For each of the 3 prescribed technologies contexts students explain how the features of technologies impact on design decisions and they create designed solutions. They process data and show how digital systems represent data, design algorithms involving complex branching and iteration, and implement them as visual programs including variables. They select and justify design ideas and solutions against design criteria. Students share and communicate ideas or content to an audience using technical terms, graphical representation techniques and appropriate digital tools. They develop project plans, including production processes, and select technologies and techniques to safely produce designed or digital solutions. Students securely access and use multiple digital systems and describe their components and how they interact to process and transmit data. They identify their digital footprint and recognise its permanence."
ACARA,ACARA-AS-TECHNOLOGIES-Y6,6,Technologies,"By the end of Year 6 students explain how people design products, services and environments to meet the needs of communities, including sustainability. For each of the 3 prescribed technologies contexts students explain how the features of technologies impact on design decisions and they create designed solutions. They process data and show how digital systems represent data, design algorithms involving complex branching and iteration, and implement them as visual programs including variables. They select and justify design ideas and solutions against design criteria. Students share and communicate ideas or content to an audience using technical terms, graphical representation techniques and appropriate digital tools. They develop project plans, including production processes, and select technologies and techniques to safely produce designed or digital solutions. Students securely access and use multiple digital systems and describe their components and how they interact to process and transmit data. They identify their digital footprint and recognise its permanence."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y0,0,Design and Technologies,"By the end of Foundation students identify familiar products, services and environments. They create a designed solution for a school-selected context. Students create, communicate and choose design ideas. They follow steps and use materials and equipment to safely make a designed solution."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y1,1,Design and Technologies,"By the end of Year 2 students describe the purpose of familiar products, services and environments. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas based on their personal preferences. They communicate design ideas using models and drawings and follow sequenced steps to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y2,2,Design and Technologies,"By the end of Year 2 students describe the purpose of familiar products, services and environments. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas based on their personal preferences. They communicate design ideas using models and drawings and follow sequenced steps to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y3,3,Design and Technologies,"By the end of Year 4 students describe how people design products, services and environments to meet the needs of people, including sustainability. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas against design criteria. They communicate design ideas using models and drawings including annotations and symbols. Students plan and sequence steps and use technologies and techniques to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y4,4,Design and Technologies,"By the end of Year 4 students describe how people design products, services and environments to meet the needs of people, including sustainability. For each of the 2 prescribed technologies contexts they describe the features and uses of technologies and create designed solutions. Students select design ideas against design criteria. They communicate design ideas using models and drawings including annotations and symbols. Students plan and sequence steps and use technologies and techniques to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y5,5,Design and Technologies,"By the end of Year 6 students explain how people design products, services and environments to meet the needs of communities, including sustainability. For each of the 3 prescribed technologies contexts they explain how the features of technologies impact on design decisions and they create designed solutions. Students select and justify design ideas and solutions against design criteria that include sustainability. They communicate design ideas to an audience using technical terms and graphical representation techniques. Students develop project plans, including production processes, and select technologies and techniques to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DESIGN-AND-TECHNOLOGIES-Y6,6,Design and Technologies,"By the end of Year 6 students explain how people design products, services and environments to meet the needs of communities, including sustainability. For each of the 3 prescribed technologies contexts they explain how the features of technologies impact on design decisions and they create designed solutions. Students select and justify design ideas and solutions against design criteria that include sustainability. They communicate design ideas to an audience using technical terms and graphical representation techniques. Students develop project plans, including production processes, and select technologies and techniques to safely produce designed solutions."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y0,0,Digital Technologies,"By the end of Foundation students show familiarity with digital systems and use them for a purpose. They represent data using objects, pictures and symbols and identify examples of data that is owned by them."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y1,1,Digital Technologies,"By the end of Year 2 students show how simple digital solutions meet a need for known users. Students represent and process data in different ways. They follow and describe basic algorithms involving a sequence of steps and branching. With assistance, students access and use digital systems for a purpose. They use the basic features of common digital tools to create, locate and share content, and to collaborate, following agreed behaviours. Students recognise that digital tools may store their personal data online."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y2,2,Digital Technologies,"By the end of Year 2 students show how simple digital solutions meet a need for known users. Students represent and process data in different ways. They follow and describe basic algorithms involving a sequence of steps and branching. With assistance, students access and use digital systems for a purpose. They use the basic features of common digital tools to create, locate and share content, and to collaborate, following agreed behaviours. Students recognise that digital tools may store their personal data online."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y3,3,Digital Technologies,"By the end of Year 4 students create simple digital solutions and use provided design criteria to check if solutions meet user needs. Students process and represent data for different purposes. They follow and describe simple algorithms involving branching and iteration and implement them as visual programs. Students securely access and use digital systems and their peripherals for a range of purposes, including transmitting data. They use the core features of common digital tools to plan, create, locate and share content, and to collaborate, following agreed behaviours. Students identify their personal data stored online and recognise the risks."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y4,4,Digital Technologies,"By the end of Year 4 students create simple digital solutions and use provided design criteria to check if solutions meet user needs. Students process and represent data for different purposes. They follow and describe simple algorithms involving branching and iteration and implement them as visual programs. Students securely access and use digital systems and their peripherals for a range of purposes, including transmitting data. They use the core features of common digital tools to plan, create, locate and share content, and to collaborate, following agreed behaviours. Students identify their personal data stored online and recognise the risks."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y5,5,Digital Technologies,"By the end of Year 6 students develop and modify digital solutions, and define problems and evaluate solutions using user stories and design criteria. They process data and show how digital systems represent data. Students design algorithms involving complex branching and iteration and implement them as visual programs including variables. They securely access and use multiple digital systems and describe their components and how they interact to process and transmit data. Students select and use appropriate digital tools effectively to plan, create, locate and share content, and to collaborate, applying agreed conventions and behaviours. They identify their digital footprint and recognise its permanence."
ACARA,ACARA-AS-TECHNOLOGIES-DIGITAL-TECHNOLOGIES-Y6,6,Digital Technologies,"By the end of Year 6 students develop and modify digital solutions, and define problems and evaluate solutions using user stories and design criteria. They process data and show how digital systems represent data. Students design algorithms involving complex branching and iteration and implement them as visual programs including variables. They securely access and use multiple digital systems and describe their components and how they interact to process and transmit data. Students select and use appropriate digital tools effectively to plan, create, locate and share content, and to collaborate, applying agreed conventions and behaviours. They identify their digital footprint and recognise its permanence."
ACARA,ACARA-AS-THE-ARTS-Y0,0,The Arts,"By the end of the Foundation year, students describe experiences, observations, ideas and/or feelings about arts works they encounter at school, home and/or in the community.

Students use play, imagination, arts knowledge, processes and/or skills to create and share arts works in different forms."
ACARA,ACARA-AS-THE-ARTS-Y1,1,The Arts,"By the end of Year 2, students identify where they experience the arts. They describe where, why and/or how people across cultures, communities and/or other contexts experience the arts.

Students demonstrate arts practices and skills across arts subjects. They create arts works in a range of forms. They share their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-Y2,2,The Arts,"By the end of Year 2, students identify where they experience the arts. They describe where, why and/or how people across cultures, communities and/or other contexts experience the arts.

Students demonstrate arts practices and skills across arts subjects. They create arts works in a range of forms. They share their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-Y3,3,The Arts,"By the end of Year 4, students describe use of elements, concepts and/or conventions in arts works they create and/or experience. They describe where, why and/or how arts works are created and presented across cultures, times, places, and/or other contexts.

Students use arts knowledge and skills to create arts works in a range of forms that communicate ideas, perspectives and/or meaning. They present and/or perform their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-Y4,4,The Arts,"By the end of Year 4, students describe use of elements, concepts and/or conventions in arts works they create and/or experience. They describe where, why and/or how arts works are created and presented across cultures, times, places, and/or other contexts.

Students use arts knowledge and skills to create arts works in a range of forms that communicate ideas, perspectives and/or meaning. They present and/or perform their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-Y5,5,The Arts,"By the end of Year 6, students explain the use of elements, concepts and/or conventions in arts works they create and/or experience. They describe how the arts communicate ideas, perspectives and/or meaning across cultures, times, places and/or other contexts. They describe how the arts are used to continue and revitalise cultures.

Students use subject-specific knowledge, elements, concepts, conventions, materials, skills and/or processes to create arts works that communicate ideas, perspectives and/or meaning. They demonstrate safe practices. They present and perform their arts works in formal and/or informal settings."
ACARA,ACARA-AS-THE-ARTS-Y6,6,The Arts,"By the end of Year 6, students explain the use of elements, concepts and/or conventions in arts works they create and/or experience. They describe how the arts communicate ideas, perspectives and/or meaning across cultures, times, places and/or other contexts. They describe how the arts are used to continue and revitalise cultures.

Students use subject-specific knowledge, elements, concepts, conventions, materials, skills and/or processes to create arts works that communicate ideas, perspectives and/or meaning. They demonstrate safe practices. They present and perform their arts works in formal and/or informal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y1,1,Dance,"By the end of Year 2, students identify where they experience dance. They describe where, why and/or how people across cultures, communities and/or other contexts experience dance.

Students use the elements of dance to structure dance sequences. They demonstrate fundamental movement skills and safe dance practice. They perform their dance in informal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y2,2,Dance,"By the end of Year 2, students identify where they experience dance. They describe where, why and/or how people across cultures, communities and/or other contexts experience dance.

Students use the elements of dance to structure dance sequences. They demonstrate fundamental movement skills and safe dance practice. They perform their dance in informal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y3,3,Dance,"By the end of Year 4, students describe use of the elements of dance in dance they experience, create and/or perform. They describe where, why and/or how dance is choreographed and/or performed across cultures, times, places and/or other contexts.
Students use the elements of dance to structure dance sequences that communicate ideas, perspectives and/or meaning. They demonstrate fundamental movement skills and safe dance practice. They perform their dance in informal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y4,4,Dance,"By the end of Year 4, students describe use of the elements of dance in dance they experience, create and/or perform. They describe where, why and/or how dance is choreographed and/or performed across cultures, times, places and/or other contexts.
Students use the elements of dance to structure dance sequences that communicate ideas, perspectives and/or meaning. They demonstrate fundamental movement skills and safe dance practice. They perform their dance in informal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y5,5,Dance,"By the end of Year 6, students explain how the elements of dance are used in dance that they choreograph, perform and/or experience. They describe how dance from across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning. They describe how dance is used to continue and revitalise cultures.
Students use the elements of dance and/or choreographic devices to choreograph dances that communicate ideas, perspectives and/or meaning. They demonstrate safe dance practice and use of technical, and expressive skills. They perform dances in informal and/or formal settings."
ACARA,ACARA-AS-THE-ARTS-DANCE-Y6,6,Dance,"By the end of Year 6, students explain how the elements of dance are used in dance that they choreograph, perform and/or experience. They describe how dance from across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning. They describe how dance is used to continue and revitalise cultures.
Students use the elements of dance and/or choreographic devices to choreograph dances that communicate ideas, perspectives and/or meaning. They demonstrate safe dance practice and use of technical, and expressive skills. They perform dances in informal and/or formal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y1,1,Drama,"By the end of Year 2, students identify where they experience drama. They describe where, why and/or how people across cultures, communities and/or other contexts experience drama.
 Students pretend and imagine as they create roles and situations in improvised drama and/or dramatic play. They perform their drama in informal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y2,2,Drama,"By the end of Year 2, students identify where they experience drama. They describe where, why and/or how people across cultures, communities and/or other contexts experience drama.
 Students pretend and imagine as they create roles and situations in improvised drama and/or dramatic play. They perform their drama in informal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y3,3,Drama,"By the end of Year 4, students describe use of selected elements of drama in drama they experience, create and/or perform. TThey describe where, why and/or how drama is created and/or performed across cultures, times, places and/or other contexts.
Students use selected elements of drama when creating drama and/or performing. They collaborate to improvise and/or devise drama that communicates ideas, perspectives and/or meaning. They perform their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y4,4,Drama,"By the end of Year 4, students describe use of selected elements of drama in drama they experience, create and/or perform. TThey describe where, why and/or how drama is created and/or performed across cultures, times, places and/or other contexts.
Students use selected elements of drama when creating drama and/or performing. They collaborate to improvise and/or devise drama that communicates ideas, perspectives and/or meaning. They perform their work in informal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y5,5,Drama,"By the end of Year 6, students explain how the elements of drama are used in drama they create, perform and/or experience. They describe how drama created and/or performed across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning. They describe how drama is used to continue and revitalise cultures.

Students work collaboratively as they combine elements of drama to shape and sustain dramatic action. They improvise and/or devise drama and/or interpret scripts. They perform their drama in informal and/or formal settings."
ACARA,ACARA-AS-THE-ARTS-DRAMA-Y6,6,Drama,"By the end of Year 6, students explain how the elements of drama are used in drama they create, perform and/or experience. They describe how drama created and/or performed across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning. They describe how drama is used to continue and revitalise cultures.

Students work collaboratively as they combine elements of drama to shape and sustain dramatic action. They improvise and/or devise drama and/or interpret scripts. They perform their drama in informal and/or formal settings."
ACARA,ACARA-AS-THE-ARTS-MEDIA-ARTS-Y1,1,Media Arts,"By the end of Year 2, students identify where they experience media arts. They describe where, why and/or how people across cultures, communities and/or other contexts experience media arts.

Students use media languages and media technologies to construct representations in media arts works. They share their work with audiences safely and in informal ways."
ACARA,ACARA-AS-THE-ARTS-MEDIA-ARTS-Y2,2,Media Arts,"By the end of Year 2, students identify where they experience media arts. They describe where, why and/or how people across cultures, communities and/or other contexts experience media arts.

Students use media languages and media technologies to construct representations in media arts works. They share their work with audiences safely and in informal ways."
ACARA,ACARA-AS-THE-ARTS-MEDIA-ARTS-Y3,3,Media Arts,"By the end of Year 4, students describe the use of media languages and media technologies to construct representations in media arts works they experience and/or produce. They describe where, why and/or how media arts works are created and/or distributed across cultures, times, places, and/or other contexts.

Students use media languages, and media technologies and production processes to construct representations in media arts works. They share their work in informal settings using responsible media practice."
ACARA,ACARA-AS-THE-ARTS-MEDIA-ARTS-Y4,4,Media Arts,"By the end of Year 4, students describe the use of media languages and media technologies to construct representations in media arts works they experience and/or produce. They describe where, why and/or how media arts works are created and/or distributed across cultures, times, places, and/or other contexts.

Students use media languages, and media technologies and production processes to construct representations in media arts works. They share their work in informal settings using responsible media practice."
ACARA,ACARA-AS-THE-ARTS-MEDIA-ARTS-Y5,5,Media Arts,"By the end of Year 6, students explain how media languages and media technologies are used in media arts works they construct and/or experience. They describe how media arts works created across cultures, times, places and/or other contexts communicate ideas, perspectives and/or meanings. They describe how media arts can be used to continue and revitalise cultures.

Students use media languages, and media technologies and production processes to construct representations in media arts works for specific purposes and audiences. They present their work in informal and/or formal settings using responsible media practice."
